Word,PC1,PC2,PC3,PC4,PC5
strong,0.002738,0.003892,-0.009079,-0.004348,-0.007635
structural,-0.001410,0.007221,-0.006670,-0.001162,-0.012952
structure,-0.001389,0.009451,-0.028427,0.055014,0.019187
structured,-0.005616,0.000593,-0.005697,0.005486,-0.008404
structures,0.003582,0.008547,-0.013091,0.007186,-0.001941
studies,-0.004384,0.011418,-0.022875,0.009505,0.007527
study,-0.008402,0.007920,-0.025466,0.009563,0.001929
sub,0.000779,0.012316,-0.001854,-0.001721,-0.023817
subject,0.000650,0.003239,-0.010064,0.007487,0.005845
subjective,-0.001937,0.006988,-0.019226,-0.013694,0.023656
successfully,-0.003851,0.000223,-0.002246,0.013198,0.003309
suggest,-0.001244,0.007397,-0.023963,-0.002505,0.012922
suggests,-0.000347,0.001648,-0.014206,-0.003175,0.015519
supervised,-0.002243,0.002837,-0.005490,0.025629,-0.005397
support,0.002005,0.008186,-0.010987,-0.008392,0.006568
surprisal,0.002317,0.003576,-0.009991,0.000073,0.001836
surprise,-0.005284,-0.001515,-0.010289,0.010061,0.018245
symptom,-0.000556,0.012315,-0.004133,-0.010754,0.007402
symptoms,-0.004531,0.008960,-0.013260,-0.023188,-0.002609
synaptic,0.003496,0.003820,-0.015431,0.014310,-0.010739
synthetic,-0.007114,0.001465,-0.001654,0.009271,0.002059
systems,0.020759,0.017279,-0.053012,-0.058780,0.047049
taking,-0.000493,0.006446,-0.007661,0.004931,-0.003660
target,0.002775,0.004008,-0.011854,0.016566,-0.007383
task,-0.020719,0.014678,-0.028208,0.102389,-0.014427
tasks,-0.019239,-0.001069,-0.007892,0.057497,-0.007608
techniques,-0.001568,0.006822,-0.004327,0.020733,-0.001807
temperature,0.010340,0.005249,0.005202,-0.003604,-0.021986
temporal,-0.006978,0.005893,-0.015299,0.014795,0.008096
term,0.000414,0.008175,-0.010516,0.015395,0.008263
terms,0.003342,-0.003209,-0.023204,-0.000301,0.057430
test,-0.001349,0.006974,-0.012024,0.007025,-0.011538
theoretic,0.005323,0.002740,-0.010302,0.006458,0.013863
theoretical,0.000442,0.004414,-0.035878,-0.017108,0.049982
theories,-0.003558,0.012858,-0.040662,-0.061841,0.059694
theory,0.012606,-0.003885,-0.071423,-0.097417,0.146830
therapeutic,-0.006324,0.004973,-0.014687,-0.028120,0.009692
thermodynamic,0.009608,-0.001813,-0.005230,0.002423,0.004687
things,0.001644,0.006906,-0.007446,-0.007813,-0.029924
thinking,0.002952,0.000599,-0.009627,-0.017529,0.004437
thought,-0.000645,0.003056,-0.013189,-0.014013,0.014025
time,-0.015307,0.006975,-0.003826,0.000161,-0.007719
tool,-0.005375,0.001339,-0.003933,-0.002623,-0.008135
tools,-0.001912,0.004244,-0.009605,-0.003538,0.011386
touch,-0.004813,0.003877,-0.005848,-0.014808,-0.003685
trade,-0.000708,0.011704,0.016581,0.015546,0.002646
traditional,-0.005013,0.004377,-0.011400,0.010271,0.009342
training,-0.008921,0.005705,-0.010840,0.051255,-0.020484
trajectories,-0.000871,0.003219,-0.010113,0.022096,0.010582
trajectory,-0.004018,0.003134,-0.005259,0.017897,-0.017689
transition,-0.003113,0.005331,-0.006778,0.018890,0.002684
transitions,-0.000690,0.004690,-0.010703,0.017850,0.000491
treatment,-0.002799,0.009276,-0.017628,-0.024606,0.002778
tree,-0.005130,-0.004080,0.006072,0.015758,-0.003108
trial,-0.001225,0.005048,-0.006912,0.007391,-0.000174
turn,0.001111,0.008451,-0.004791,0.005018,0.002610
type,-0.000078,0.004270,-0.008110,0.003634,0.000024
types,-0.002659,0.007011,-0.003277,0.011566,0.000811
uav,-0.008636,0.000877,0.001940,0.015406,-0.026591
uncertain,-0.004093,0.000902,-0.001933,0.018872,0.008162
uncertainty,-0.003057,0.029851,-0.007305,0.037887,0.063575
underlying,-0.003568,0.014400,-0.017906,0.002519,0.019434
understand,-0.002856,0.004888,-0.018487,0.000974,0.020227
understanding,-0.016643,0.007987,-0.045649,-0.002728,0.045514
understood,-0.000103,0.005472,-0.015365,-0.006624,0.015425
unified,0.000587,-0.011966,-0.011345,0.002630,0.042575
unifying,0.002374,0.001241,-0.018725,-0.022724,0.037077
units,0.003366,0.009086,-0.004524,-0.011446,-0.001394
unknown,-0.001982,0.005482,-0.007273,0.014222,-0.009673
updating,-0.003992,0.006440,-0.014706,0.004899,0.015952
use,-0.002740,0.016911,-0.018211,0.019545,0.000570
used,-0.000379,0.006427,-0.015118,0.034026,0.014950
useful,0.000999,0.008483,-0.004733,0.000033,0.001215
user,-0.005146,0.007955,-0.008359,0.021516,-0.022214
uses,-0.002301,0.005841,-0.008536,0.016858,-0.003538
using,-0.011357,-0.012011,-0.012585,0.120481,-0.071002
using active,-0.025450,-0.017580,0.010372,0.036499,-0.060986
utility,0.002104,0.015674,0.015243,0.007704,0.019026
value,0.006288,0.017393,0.023457,0.022891,0.021613
values,0.003265,0.004668,0.001331,0.015331,0.004113
variability,-0.004062,0.002670,-0.004932,0.002112,0.014458
variables,0.002005,0.005590,0.000098,0.013476,0.003806
variational,0.030280,-0.029070,-0.005723,0.069791,0.057313
variational free,0.011467,-0.008879,-0.008031,0.032347,0.041633
various,-0.002004,0.010932,-0.013003,0.020025,0.008564
video,0.005646,0.000171,-0.003696,0.007450,-0.036750
view,0.001078,0.001331,-0.012999,-0.013027,0.022627
virtual,-0.002202,0.004643,-0.008172,0.006937,-0.000514
vision,0.006218,-0.005874,-0.004105,0.013820,-0.012343
visual,-0.007981,0.001466,-0.023470,0.037292,-0.026947
way,-0.002788,0.002146,-0.015355,0.003203,0.008906
ways,-0.000472,0.004809,-0.014818,0.003543,0.017500
wide,0.001572,0.002004,-0.006484,0.001884,0.005391
widely,-0.002802,0.001589,-0.005266,0.003454,0.001711
work,-0.003310,0.005261,-0.027607,0.023095,0.027392
working,-0.004878,0.001248,-0.007494,-0.002694,0.006392
world,-0.013324,0.013047,-0.053032,0.059938,0.064685
world model,-0.006276,0.002725,-0.008979,0.031040,0.012265
years,-0.003129,0.002950,-0.009446,-0.021235,0.004736
